example_id,reply_id,brand,conversation_id,customer_message,text,historical_brand_reply,conversation_context,created_at,split_group,split,intent,ambiguity,label_source,action
142521,142520,Uber_Support,142515,"[USER] 2/2 Your Email customer support is useless. If you'll don't have outgoing call support, please help me with your contact number and I'll get in touch with you.","2/2 your email customer support is useless. if you'll don't have outgoing call support, please help me with your contact number and i'll get in touch with you.",[USER] It seems a member of our team has reached out to you. Please check your email and follow up with them there.,"customer: [USER] Unfortunately, I haven't heard from your team yet. | support: [USER] Hi, Hemal. Out ream just followed up a bit ago, please check your notifications for us at this time! | customer: [USER] Despite sending the screenshot of the mobile no., they're still asking me to attach a screenshot of the mobile no. I want to update on my uber account? | support: [USER] We'll be following up additionally via in app messaging, Hemal. Please keep an eye out for us.",Thu Nov 23 10:14:15 +0000 2017,2466,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
142525,142522,Uber_Support,142515,"[USER] Despite sending the screenshot of the mobile no., they're still asking me to attach a screenshot of the mobile no. I want to update on my uber account?","despite sending the screenshot of the mobile no., they're still asking me to attach a screenshot of the mobile no. i want to update on my uber account?","[USER] We'll be following up additionally via in app messaging, Hemal. Please keep an eye out for us.","customer: [USER] I have. On the link you shared. | support: [USER] Thanks for following up, Hemal. A member of our team is reviewing your inquiry and will be following up as soon as possible. | customer: [USER] Unfortunately, I haven't heard from your team yet. | support: [USER] Hi, Hemal. Out ream just followed up a bit ago, please check your notifications for us at this time!",Thu Nov 23 08:31:37 +0000 2017,2466,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
142527,142526,Uber_Support,142515,"[USER] Unfortunately, I haven't heard from your team yet.","unfortunately, i haven't heard from your team yet.","[USER] Hi, Hemal. Out ream just followed up a bit ago, please check your notifications for us at this time!","customer: [USER] e: __email__ m: [PHONE] | support: [USER] Please send us specific details of your concern so we can better assist you. | customer: [USER] I have. On the link you shared. | support: [USER] Thanks for following up, Hemal. A member of our team is reviewing your inquiry and will be following up as soon as possible.",Thu Nov 23 07:49:14 +0000 2017,2466,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
142529,142528,Uber_Support,142515,[USER] I have. On the link you shared.,i have. on the link you shared.,"[USER] Thanks for following up, Hemal. A member of our team is reviewing your inquiry and will be following up as soon as possible.",customer: [USER] Ive sent a note. Please look into it at the earliest. | support: [USER] Happy to take a closer look! Send us a DM with your email address and additional details so we can connect. | customer: [USER] e: __email__ m: [PHONE] | support: [USER] Please send us specific details of your concern so we can better assist you.,Mon Nov 20 10:33:15 +0000 2017,2466,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
142532,142531,Uber_Support,142515,[USER] e: __email__ m: [PHONE],e: __email__ m:,[USER] Please send us specific details of your concern so we can better assist you.,customer: [USER] HOW'S IT THAT YOU GUYS SOMEHOW MANAGE TO CHARGE ME FOR A TRIP THAT I HAVE ALREADY MADE A PAYMENT FOR? | support: [USER] We're happy to look into this - send us a note at [URL] so we can follow up! | customer: [USER] Ive sent a note. Please look into it at the earliest. | support: [USER] Happy to take a closer look! Send us a DM with your email address and additional details so we can connect.,Mon Nov 20 10:26:44 +0000 2017,2466,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
142534,142533,Uber_Support,142515,[USER] Ive sent a note. Please look into it at the earliest.,ive sent a note. please look into it at the earliest.,[USER] Happy to take a closer look! Send us a DM with your email address and additional details so we can connect.,customer: [USER] HOW'S IT THAT YOU GUYS SOMEHOW MANAGE TO CHARGE ME FOR A TRIP THAT I HAVE ALREADY MADE A PAYMENT FOR? | support: [USER] We're happy to look into this - send us a note at [URL] so we can follow up!,Mon Nov 20 10:22:51 +0000 2017,2466,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
142536,142535,Uber_Support,142515,[USER] HOW'S IT THAT YOU GUYS SOMEHOW MANAGE TO CHARGE ME FOR A TRIP THAT I HAVE ALREADY MADE A PAYMENT FOR?,how's it that you guys somehow manage to charge me for a trip that i have already made a payment for?,[USER] We're happy to look into this - send us a note at [URL] so we can follow up!,,Thu Oct 12 07:40:48 +0000 2017,2466,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143578,143576,Uber_Support,143576,"[USER] Uber celebrating 3 years in Kochi, India and messaged us that there are offers for lesser kilometre when you ride. Check the prices below for 5.5 kilometres uber service You guys are fraud n cheat [URL]","uber celebrating 3 years in kochi, india and messaged us that there are offers for lesser kilometre when you ride. check the prices below for 5.5 kilometres uber service you guys are fraud n cheat","[USER] Here to help, Karthik. Simply follow the link on how fares are calculated: [URL]",,Fri Nov 24 13:15:07 +0000 2017,2476,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143577,143579,Uber_Support,143576,[USER] Thanks for the reply however most of the Kochi fellows received message stating rates are flat for today which means no hidden cost. I'm disappointed with your service,thanks for the reply however most of the kochi fellows received message stating rates are flat for today which means no hidden cost. i'm disappointed with your service,[USER] We're here to help! Send us a DM with your email address so we can assist.,"customer: [USER] Uber celebrating 3 years in Kochi, India and messaged us that there are offers for lesser kilometre when you ride. Check the prices below for 5.5 kilometres uber service You guys are fraud n cheat [URL] | support: [USER] Here to help, Karthik. Simply follow the link on how fares are calculated: [URL]",Fri Nov 24 13:27:52 +0000 2017,2476,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143583,143582,Uber_Support,143582,"[USER] Hi ,I frgt my headphone in cab , driver got my headphone now he denying to return.pfb screen shot. [URL]","hi ,i frgt my headphone in cab , driver got my headphone now he denying to return.pfb screen shot.",[USER] We're here to help! Send us a DM with your email address so we can connect.,,Fri Nov 24 13:13:37 +0000 2017,2478,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143586,143585,Uber_Support,143585,"[USER] There is no ""+"" sign on the right of the box öf ""where to"" in the app","there is no ""+"" sign on the right of the box öf ""where to"" in the app",[USER] Here to follow up! Please reach out to [URL] and fill out the 4 boxes at the bottom so we can get in touch.,customer: [USER] is it possibile to have a ride uber with multiple stops in istanbul? | support: [USER] Send us a note here; [URL] and our team will be able to help!,Fri Nov 24 13:15:09 +0000 2017,2479,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143588,143587,Uber_Support,143585,[USER] is it possibile to have a ride uber with multiple stops in istanbul?,is it possibile to have a ride uber with multiple stops in istanbul?,[USER] Send us a note here; [URL] and our team will be able to help!,,Fri Nov 24 13:08:12 +0000 2017,2479,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143590,143589,Uber_Support,143589,I'm so over [USER] charging people the wrong price for rides 🤦🏽‍♀️,i'm so over charging people the wrong price for rides 🤦🏽‍♀️,[USER] Happy to connect. Send us a note here; [URL] and we'll be in touch!,,Fri Nov 24 13:10:06 +0000 2017,2481,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143592,143591,Uber_Support,143591,"Wow [USER] DOUBLE & TRIPLE CHARGING me for trips & charging me ""wait time"" fees for having to walk and find my driver because he can't figure out where I live - you're a prime example of TERRIBLE CUSTOMER SERVICE.","wow double & triple charging me for trips & charging me ""wait time"" fees for having to walk and find my driver because he can't figure out where i live - you're a prime example of terrible customer service.","[USER] That's not ok, Vanessa. Contact us via [URL] so we can assist.",,Fri Nov 24 13:10:36 +0000 2017,2482,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143595,143593,Uber_Support,143593,"[USER] [USER] Your app is still finding me a ride, 45+ minutes later, yet somehow in the meantime I've been charged a cancellation fee?! Refund immediately please. [URL]","your app is still finding me a ride, 45+ minutes later, yet somehow in the meantime i've been charged a cancellation fee?! refund immediately please.",[USER] So sorry about that! Find out about our cancellation policy here; [URL],,Fri Nov 24 13:07:11 +0000 2017,2483,train,cancellation_fee,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143594,143596,Uber_Support,143593,[USER] Lol thanks for copy pasting a link instead of using context and common sense.,lol thanks for copy pasting a link instead of using context and common sense.,[USER] We're here to help! Send us a DM with your email address so we can connect.,"customer: [USER] [USER] Your app is still finding me a ride, 45+ minutes later, yet somehow in the meantime I've been charged a cancellation fee?! Refund immediately please. [URL] | support: [USER] So sorry about that! Find out about our cancellation policy here; [URL]",Fri Nov 24 13:50:04 +0000 2017,2483,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143599,143597,Uber_Support,143597,[USER] Yea -2 (negative 2) minutes driver invested without moving more than 100 meters,yea -2 (negative 2) minutes driver invested without moving more than 100 meters,[USER] We're here to help! Send us a DM with your email address so we can connect.,customer: When I booked [USER] the ETA was 5 minutes and after 5 minutes when I cancelled it was 7 minutes then why should I pay cancellation charges.? is it the same with [USER] too.? | support: [USER] We can take a look. Contact us via [URL] so we can assist.,Fri Nov 24 13:09:26 +0000 2017,2485,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143598,143600,Uber_Support,143597,[USER] One tweet and all pending issues being addressed.. [USER] shall close their support system and use [USER] as support platform #Uber #Twitter,one tweet and all pending issues being addressed.. shall close their support system and use as support platform #uber #twitter,[USER] Here to help! Please confirm your email address or phone number through direct message so we can further assist.,customer: When I booked [USER] the ETA was 5 minutes and after 5 minutes when I cancelled it was 7 minutes then why should I pay cancellation charges.? is it the same with [USER] too.? | support: [USER] We can take a look. Contact us via [URL] so we can assist. | customer: [USER] Yea -2 (negative 2) minutes driver invested without moving more than 100 meters | support: [USER] We're here to help! Send us a DM with your email address so we can connect.,Fri Nov 24 13:30:49 +0000 2017,2485,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143603,143602,Uber_Support,143597,When I booked [USER] the ETA was 5 minutes and after 5 minutes when I cancelled it was 7 minutes then why should I pay cancellation charges.? is it the same with [USER] too.?,when i booked the eta was 5 minutes and after 5 minutes when i cancelled it was 7 minutes then why should i pay cancellation charges.? is it the same with too.?,[USER] We can take a look. Contact us via [URL] so we can assist.,,Fri Nov 24 13:02:14 +0000 2017,2485,train,pickup_routing_issue,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
143605,143604,Uber_Support,143604,[USER] hook me up with a discount since it’s Black Friday !!,hook me up with a discount since it’s black friday !!,"[USER] Hi, Bayleigh. Simply follow the link on how to earn free rides: [URL]",,Fri Nov 24 13:04:15 +0000 2017,2488,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
143609,143608,Uber_Support,143608,"[USER] what's up with your drivers not showing up, then cancel after 10 mins, then charge cancellation fees?","what's up with your drivers not showing up, then cancel after 10 mins, then charge cancellation fees?",[USER] Sorry to hear about that! Can you please contact us via [URL] so our team can connect.,,Fri Nov 24 13:05:07 +0000 2017,2490,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143612,143610,Uber_Support,143610,[USER] drivers cancellation behaviour is bad 2 days in a row; email receipt is failing; customer support leaves more to be desired. #failing,drivers cancellation behaviour is bad 2 days in a row; email receipt is failing; customer support leaves more to be desired. #failing,[USER] Hi there! Our team has recently responded via email. Please reply there if you have additional questions! We apologize for any inconvenience this may be causing you and appreciate your continued patience throughout this matter.,,Fri Nov 24 12:59:38 +0000 2017,2491,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
143614,143613,Uber_Support,143613,[USER] [USER] [USER] [USER] [USER] seriously..??? fare for 25km or 28km [URL],seriously..??? fare for 25km or 28km,[USER] Find out more info about dynamic pricing here: [URL],,Fri Nov 24 12:59:33 +0000 2017,2492,train,fare_dispute_overcharge,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
143625,143624,Uber_Support,143624,[USER] harrowing ride!!! the driver abused and swore at the passenger the whole time. dropped her in the middle of nowhere and ended the trip!! please follow up!!,harrowing ride!!! the driver abused and swore at the passenger the whole time. dropped her in the middle of nowhere and ended the trip!! please follow up!!,[USER] We absolutely want to follow up right away. Please send us a DM with your email address so we can connect.,,Fri Nov 24 12:54:26 +0000 2017,2496,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
143627,143626,Uber_Support,143626,"[USER] the cab driver asked grandparents to cancel uber & pay him, when they said ‘No’, he asked them to step down in middle nowhere & drove away. What kind of shit is that?","the cab driver asked grandparents to cancel uber & pay him, when they said ‘no’, he asked them to step down in middle nowhere & drove away. what kind of shit is that?","[USER] Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via [URL]",,Fri Nov 24 12:52:42 +0000 2017,2497,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145297,145296,Uber_Support,145296,Last week my [USER] crashed into another car and last night my [USER] hit a pedestrian.... what is going on please 🙄 I’m scarred for life,last week my crashed into another car and last night my hit a pedestrian.... what is going on please 🙄 i’m scarred for life,[USER] We hope everyone is ok. Please DM us your email address so we can follow up immediately.,,Fri Nov 24 13:56:18 +0000 2017,2498,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145300,145298,Uber_Support,145298,"[USER] [USER] [USER] I mean are you F***in kidding me, from where it is economy ?? [URL]","i mean are you f***in kidding me, from where it is economy ??",[USER] Here to help! For more info please visit; [URL],,Fri Nov 24 13:49:11 +0000 2017,2499,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145306,145305,Uber_Support,145305,[USER] Have dmed you my number. I have little hope that you will look into the matter. Just to increase your reach #uber has hired #uneducated #unprofessional driver #CustomerExperience worst,have dmed you my number. i have little hope that you will look into the matter. just to increase your reach #uber has hired #uneducated #unprofessional driver #customerexperience worst,[USER] We've received your DM and a member of our team has reached out. Please review your messages for our response.,"customer: [USER] #worstservice in #kolkata one cab just passed by me, app crashes | support: [USER] Here to help! Send us a note via [URL] so our team can get in touch. | customer: [USER] I already have two pending issues in which you did not bother to contact me or respond. The resolution you provide clearly states you do not respect customer #uber #ola #india #CustomerService worst | support: [USER] We recommend not posting your account info to the public. We've been unable to locate any recent support inquiries or trips with the email address you've provided. Please DM us your email address or phone number associated with the trips in question. [URL]",Fri Nov 24 13:51:34 +0000 2017,2501,train,safety_and_conduct,False,keyword_bootstrap_NOT_HUMAN,ESCALATE
145308,145307,Uber_Support,145305,[USER] I already have two pending issues in which you did not bother to contact me or respond. The resolution you provide clearly states you do not respect customer #uber #ola #india #CustomerService worst,i already have two pending issues in which you did not bother to contact me or respond. the resolution you provide clearly states you do not respect customer #uber #ola #india #customerservice worst,[USER] We recommend not posting your account info to the public. We've been unable to locate any recent support inquiries or trips with the email address you've provided. Please DM us your email address or phone number associated with the trips in question. [URL],"customer: [USER] #worstservice in #kolkata one cab just passed by me, app crashes | support: [USER] Here to help! Send us a note via [URL] so our team can get in touch.",Fri Nov 24 13:46:15 +0000 2017,2501,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145310,145309,Uber_Support,145305,"[USER] #worstservice in #kolkata one cab just passed by me, app crashes","#worstservice in #kolkata one cab just passed by me, app crashes",[USER] Here to help! Send us a note via [URL] so our team can get in touch.,,Fri Nov 24 13:42:18 +0000 2017,2501,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
145331,145330,Uber_Support,145330,[USER] [USER] my today's experience with uber.... [URL],my today's experience with uber....,[USER] We're sorry for the trouble! We're currently reviewing your email and will follow up shortly.,,Fri Nov 24 13:46:34 +0000 2017,2510,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145333,145332,Uber_Support,145332,[USER] Y drivers accept ride when dey r already on trip making us wait for 20 mins. Instead tell us no rides available. [USER] [USER] [URL],y drivers accept ride when dey r already on trip making us wait for 20 mins. instead tell us no rides available.,[USER] Send us a note here; [URL] and our team will be able to help!,,Fri Nov 24 13:42:27 +0000 2017,2511,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145340,145339,Uber_Support,145339,"[USER] My colleague ordered for me a vegan wrap from [USER], came took a bite and it's actually got fish in it, absolutely disgraceful - full refund and replacement order needed [USER]","my colleague ordered for me a vegan wrap from , came took a bite and it's actually got fish in it, absolutely disgraceful - full refund and replacement order needed","[USER] Due to our privacy policy, we will have to speak directly to the account holder. Please have them contact us via [URL] so our team can get in touch.",,Fri Nov 24 13:32:21 +0000 2017,2514,train,fare_dispute_overcharge,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145344,145342,Uber_Support,145342,[USER] [USER] [USER] [USER] Would appreciate a speedy resolution.,would appreciate a speedy resolution.,[USER] We've followed up via in-app support.,"support: [USER] Sorry for the delay. Our team is currently reviewing your email and will follow up shortly. | customer: [USER] Haven't heard from anyone yet. | support: [USER] Hi, Sumit. Our team works to respond to each individual inquiry in the order which they are received. We see your outreach and a member of our team will be following up to assist as soon as possible. | customer: [USER] Are you still reviewing?",Fri Nov 24 13:23:49 +0000 2017,2515,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145347,145346,Uber_Support,145342,[USER] Haven't heard from anyone yet.,haven't heard from anyone yet.,"[USER] Hi, Sumit. Our team works to respond to each individual inquiry in the order which they are received. We see your outreach and a member of our team will be following up to assist as soon as possible.","customer: [USER] Last evening Uber driver took a longer route than necessary which caused the ride to extend by at lesst 15 minutes, didn't stop ride another 15 minutes later and crossed state border twice. Charged 6 times the displayed fare. Please address this asap! | support: [USER] Here to help! Please send us a note via [URL] so our team can connect. | customer: [USER] Selected the closest accurate option. There were several things wrong with the ride. 1. Longer route, 2. Needless crossing of state lines twice, 3. Not following destination on map. The upfront fare was 50 (approx). I have been charged 6 times that. | support: [USER] Sorry for the delay. Our team is currently reviewing your email and will follow up shortly.",Wed Nov 22 12:23:43 +0000 2017,2515,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145349,145348,Uber_Support,145342,"[USER] Selected the closest accurate option. There were several things wrong with the ride. 1. Longer route, 2. Needless crossing of state lines twice, 3. Not following destination on map. The upfront fare was 50 (approx). I have been charged 6 times that.","selected the closest accurate option. there were several things wrong with the ride. 1. longer route, 2. needless crossing of state lines twice, 3. not following destination on map. the upfront fare was 50 (approx). i have been charged 6 times that.",[USER] Sorry for the delay. Our team is currently reviewing your email and will follow up shortly.,"customer: [USER] Last evening Uber driver took a longer route than necessary which caused the ride to extend by at lesst 15 minutes, didn't stop ride another 15 minutes later and crossed state border twice. Charged 6 times the displayed fare. Please address this asap! | support: [USER] Here to help! Please send us a note via [URL] so our team can connect.",Wed Nov 22 07:14:43 +0000 2017,2515,train,fare_dispute_overcharge,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145351,145350,Uber_Support,145342,"[USER] Last evening Uber driver took a longer route than necessary which caused the ride to extend by at lesst 15 minutes, didn't stop ride another 15 minutes later and crossed state border twice. Charged 6 times the displayed fare. Please address this asap!","last evening uber driver took a longer route than necessary which caused the ride to extend by at lesst 15 minutes, didn't stop ride another 15 minutes later and crossed state border twice. charged 6 times the displayed fare. please address this asap!",[USER] Here to help! Please send us a note via [URL] so our team can connect.,,Wed Nov 22 04:22:43 +0000 2017,2515,train,fare_dispute_overcharge,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145361,145360,Uber_Support,145360,"[USER] I was gifted a $50 credit as I am moving to New York. However I am from Canada and the person who gifted it to me was unaware that my credit could only be used in Canada, not the states. I was wondering if it was possible to get this exchanged for a US credit?","i was gifted a $50 credit as i am moving to new york. however i am from canada and the person who gifted it to me was unaware that my credit could only be used in canada, not the states. i was wondering if it was possible to get this exchanged for a us credit?",[USER] Here to help! Follow up here; [URL] and our team will connect right away.,,Fri Nov 24 13:37:11 +0000 2017,2523,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
145364,145362,Uber_Support,145362,[USER] Trip is not appearing in this link.. I don’t have issue with fare. Issue is why driver took a much longer route,trip is not appearing in this link.. i don’t have issue with fare. issue is why driver took a much longer route,[USER] We're here to help! Send us a DM with your email address so we can connect.,"customer: [USER] I wanted to share uberpool exp I booked Uberpool for my home, 8 km from my ofc. Drvr had 1 more booking which is fyn but it was in opp direc to my route he lied that pass is nearby, after 30 mins I was in my orig loc. Pathetic service. Issue still not resolved | support: [USER] We're here to help, Amit. Contact us through [URL] so we can assist you.",Fri Nov 24 13:38:54 +0000 2017,800,train,fare_dispute_overcharge,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145363,145365,Uber_Support,145362,[USER] __email__,__email__,[USER] We've located your inquiry within our support system and a member of our team has responded to you several days ago. You can check our response in-app via Help section. Please follow up there for the best assistance.,"customer: [USER] I wanted to share uberpool exp I booked Uberpool for my home, 8 km from my ofc. Drvr had 1 more booking which is fyn but it was in opp direc to my route he lied that pass is nearby, after 30 mins I was in my orig loc. Pathetic service. Issue still not resolved | support: [USER] We're here to help, Amit. Contact us through [URL] so we can assist you. | customer: [USER] Trip is not appearing in this link.. I don’t have issue with fare. Issue is why driver took a much longer route | support: [USER] We're here to help! Send us a DM with your email address so we can connect.",Fri Nov 24 17:52:09 +0000 2017,800,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145366,145367,Uber_Support,145362,"[USER] The answer was not at all satisfactory that’s why I am asking the same in Twitter. That driver took a entirely different route , , how come he wasted my time and he lied","the answer was not at all satisfactory that’s why i am asking the same in twitter. that driver took a entirely different route , , how come he wasted my time and he lied","[USER] Sorry to hear that, Amit. Due to the nature of this issue - a member of our team sent you a message via in-app support. Just navigate to the 'Help' section in the app. From there you can respond with additional concerns. Apologies for the delay and any inconvenience.",customer: [USER] Trip is not appearing in this link.. I don’t have issue with fare. Issue is why driver took a much longer route | support: [USER] We're here to help! Send us a DM with your email address so we can connect. | customer: [USER] __email__ | support: [USER] We've located your inquiry within our support system and a member of our team has responded to you several days ago. You can check our response in-app via Help section. Please follow up there for the best assistance.,Fri Nov 24 18:54:32 +0000 2017,800,train,pickup_routing_issue,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
145368,145369,Uber_Support,145362,"[USER] I have responded four times, response is same in help section. Can you please tell me if what driver did is the model of uberpool then I will stop using Uber and same will be informed to others in my family","i have responded four times, response is same in help section. can you please tell me if what driver did is the model of uberpool then i will stop using uber and same will be informed to others in my family","[USER] Thanks for reaching back out. It seems your concerns about Uber POOL were already addressed in email. To learn more about Uber POOL, and to address more of your concerns, please refer to [URL]","customer: [USER] __email__ | support: [USER] We've located your inquiry within our support system and a member of our team has responded to you several days ago. You can check our response in-app via Help section. Please follow up there for the best assistance. | customer: [USER] The answer was not at all satisfactory that’s why I am asking the same in Twitter. That driver took a entirely different route , , how come he wasted my time and he lied | support: [USER] Sorry to hear that, Amit. Due to the nature of this issue - a member of our team sent you a message via in-app support. Just navigate to the 'Help' section in the app. From there you can respond with additional concerns. Apologies for the delay and any inconvenience.",Sat Nov 25 06:13:21 +0000 2017,800,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145370,145371,Uber_Support,145362,"[USER] Can you pls respond to the question asked. If I take Uber pool option, isn’t the drive take another passenger which is my route and not in a different route as you mention in your uberpool sharing model.. if not then tell me...I need to let others know","can you pls respond to the question asked. if i take uber pool option, isn’t the drive take another passenger which is my route and not in a different route as you mention in your uberpool sharing model.. if not then tell me...i need to let others know","[USER] Sorry to hear about the troubles. A member of our team has been in touch via in-app support regarding this issue. Please check the ""Help"" section of the app and reply there directly.","customer: [USER] The answer was not at all satisfactory that’s why I am asking the same in Twitter. That driver took a entirely different route , , how come he wasted my time and he lied | support: [USER] Sorry to hear that, Amit. Due to the nature of this issue - a member of our team sent you a message via in-app support. Just navigate to the 'Help' section in the app. From there you can respond with additional concerns. Apologies for the delay and any inconvenience. | customer: [USER] I have responded four times, response is same in help section. Can you please tell me if what driver did is the model of uberpool then I will stop using Uber and same will be informed to others in my family | support: [USER] Thanks for reaching back out. It seems your concerns about Uber POOL were already addressed in email. To learn more about Uber POOL, and to address more of your concerns, please refer to [URL]",Sun Nov 26 09:28:00 +0000 2017,800,train,pickup_routing_issue,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
145372,145373,Uber_Support,145362,"[USER] It was a bad experience with uber’ I don’t know what more to say, it is clear you have no intention to understand the issue though I explained it 5-6 times. it was a matter of 1 trip but I felt if I user Uber in future I will face similar issues. I have deleted my account.","it was a bad experience with uber’ i don’t know what more to say, it is clear you have no intention to understand the issue though i explained it 5-6 times. it was a matter of 1 trip but i felt if i user uber in future i will face similar issues. i have deleted my account.","[USER] We understand your frustration here, Amit. Your feedback has been noted regarding this trip. We apologize for any delays in time this ride has caused. Please let us know if you have any other questions or concerns.","customer: [USER] I have responded four times, response is same in help section. Can you please tell me if what driver did is the model of uberpool then I will stop using Uber and same will be informed to others in my family | support: [USER] Thanks for reaching back out. It seems your concerns about Uber POOL were already addressed in email. To learn more about Uber POOL, and to address more of your concerns, please refer to [URL] | customer: [USER] Can you pls respond to the question asked. If I take Uber pool option, isn’t the drive take another passenger which is my route and not in a different route as you mention in your uberpool sharing model.. if not then tell me...I need to let others know | support: [USER] Sorry to hear about the troubles. A member of our team has been in touch via in-app support regarding this issue. Please check the ""Help"" section of the app and reply there directly.",Sun Nov 26 12:24:41 +0000 2017,800,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
145376,145374,Uber_Support,145362,"[USER] I wanted to share uberpool exp I booked Uberpool for my home, 8 km from my ofc. Drvr had 1 more booking which is fyn but it was in opp direc to my route he lied that pass is nearby, after 30 mins I was in my orig loc. Pathetic service. Issue still not resolved","i wanted to share uberpool exp i booked uberpool for my home, 8 km from my ofc. drvr had 1 more booking which is fyn but it was in opp direc to my route he lied that pass is nearby, after 30 mins i was in my orig loc. pathetic service. issue still not resolved","[USER] We're here to help, Amit. Contact us through [URL] so we can assist you.",,Fri Nov 24 13:28:54 +0000 2017,800,train,pickup_routing_issue,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
143581,145377,Uber_Support,143576,[USER] Can you explain the one that's highlighted with screenshot I provided earlier? [URL],can you explain the one that's highlighted with screenshot i provided earlier?,[USER] Here to help. Send us a note at [URL] team can connect.,"customer: [USER] Uber celebrating 3 years in Kochi, India and messaged us that there are offers for lesser kilometre when you ride. Check the prices below for 5.5 kilometres uber service You guys are fraud n cheat [URL]",Fri Nov 24 13:32:34 +0000 2017,2476,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
145380,145378,Uber_Support,145378,[USER] hi I have several $60 pending charges on my account and I only took one ride. Can I have some help with this issue,hi i have several $60 pending charges on my account and i only took one ride. can i have some help with this issue,[USER] Here to help! Send us a note here; [URL] and our team will be able to assist!,,Fri Nov 24 13:35:26 +0000 2017,2532,train,app_and_account_access,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
145382,145381,Uber_Support,145381,[USER] I’ve ordered for delivery between 13:15 and 13:45 and there’s been no update,i’ve ordered for delivery between 13:15 and 13:45 and there’s been no update,"[USER] We're here to help, Kathryn. Contact us via [URL] so we can assist you immediately.",,Fri Nov 24 13:34:48 +0000 2017,2533,train,promotions_and_ubereats,False,keyword_bootstrap_NOT_HUMAN,AUTO_HANDLE
145384,145383,Uber_Support,145383,[USER] nearly mown down by one of your cyclists going right through a pedestrian crossing. Why do you employ scum?,nearly mown down by one of your cyclists going right through a pedestrian crossing. why do you employ scum?,[USER] We can definitely assist! Send us a DM with your email address so we can follow up.,,Fri Nov 24 13:35:57 +0000 2017,2534,train,other_general_feedback,True,keyword_bootstrap_NOT_HUMAN,ESCALATE
